FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,3586,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,5,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4300000,0,0,0,0,0,0,16087,0,0,0,0,0,0,0,0,215,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,986,0,0,0,0,0,17,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,6300000,1,24,2.4,3.80952380952381E-07,3.80952380952381E-06,0,104807,1,7,0,0,0,1,0,3.8,2824,-2,0,24,2,0.2,0,1.3,2,0,3,0,1,1.3,59709,0,0,0,0,550,826,0,0,55,Everton,West Ham,Newcastle,Man Utd,Tottenham,2.8,1.8,1.9,1.4,1.2,2.1,2.9,1.7,2.3,1.7,1.2,2,1.2,2,2.7,1.2,2,2.3,1.9,1.5,1.8,2,1.4,2,2.5,2,1.8,1.5,24.9
Demarai,Gray,MID,LEI,5300000,10,23,0.766666666666667,1.44654088050314E-07,4.33962264150943E-06,0,28304,0,4,0,0,0,1,0,4.3,658,-2,0,23,2,0.7,0,3.7,2,0,2,0,1,0.6,19666,0,0,0,0,315,10481,0,0,74,Stoke,Man City,West Ham,Tottenham,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.7
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6078,0,0,0,0,0,223,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,5800000,7,55,5.5,9.48275862068966E-07,9.48275862068966E-06,0,272924,1,11,0,0,0,2,0,9.5,10201,3,0,55,-3,1.1,0,6.3,8,0,3,0,5,17,1069743,0,0,0,1,836,52601,0,0,206,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,7.2,7,3.8,8,7.7,5.5,5.4,7.1,5.4,6.3,5.4,7.9,5.2,6.1,6.2,8.1,5.6,7.4,8.2,6.4,3.9,7.7,7.7,5.9,5.9,5.7,6.7,4.2,68.4
Marko,Grujic,MID,LIV,4300000,0,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,12916,0,0,0,0,0,0,0,0.5,1042,-2,1,2,2,0.1,0,0.3,0,0,0,0,0,0.3,15051,0,0,0,0,13,4610,-1,0,7,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,5,20,0.666666666666667,1.33333333333333E-07,4E-06,0,2873,1,6,0,0,0,0,0,4,66,0,0,20,0,0.7,0,3.3,0,0,2,0,2,0.1,2091,0,0,0,0,524,129,0,0,81,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,25.7
Idrissa,Gueye,MID,EVE,4900000,1,16,1.6,3.26530612244898E-07,3.26530612244898E-06,0,44242,3,16,0,0,0,0,0,3.3,969,-1,0,16,1,0.2,0,1,0,0,2,0,0,1,20653,0,0,0,0,829,238,0,1,133,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.8,0.8,0.9,1.4,1.3,0.8,0.8,1.2,0.9,0.8,0.9,1,0.8,1.2,1.3,0.8,1.4,0.9,0.8,1.1,0.8,0.8,1.3,1.2,1.4,0.8,0.9,0.8,27.1
Ilkay,Gundogan,MID,MCI,5400000,1,5,0.166666666666667,3.08641975308642E-08,9.25925925925926E-07,0,21519,0,1,0,0,0,0,0,0.9,544,-1,0,5,1,0.2,0,1,0,0,0,0,0,0.2,12305,0,0,0,0,72,201,0,0,28,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.7
Florent,Hadergjonaj,DEF,HUD,4500000,1,2,0.0666666666666667,1.48148148148148E-08,4.44444444444444E-07,0,253,0,1,0,0,0,0,0,0.4,16,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,297,0,0,0,0,22,7,0,0,8,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,50257,0,0,0,0,0,0,0,0,1050,-1,0,0,1,0,0,0,0,0,0,0,0,1,22044,0,0,0,0,0,4089,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,31,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,392,0,0,0,0,0,9,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,70325,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5501,0,0,0,0,0,11,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1894,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1317,0,0,0,0,20,2,0,0,6,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4400000,3,35,3.5,7.95454545454545E-07,7.95454545454546E-06,0,262512,0,19,0,28,0,0,0,8,6181,-1,0,35,1,1,0,4.3,3,0,3,0,1,9,109115,0,0,0,1,900,3580,0,0,194,Liverpool,Watford,Leicester,Everton,Man City,4.8,4.3,3.8,2.2,2.2,3.6,4.9,2.9,4.7,3,3.1,4.9,3,4.3,5.2,3.1,4,2.2,2.8,4.4,3.9,3.9,3.3,4.2,2,3.2,2,3.8,22.2
Isaac,Hayden,MID,NEW,4500000,1,20,2,4.44444444444444E-07,4.44444444444444E-06,0,13998,4,7,0,0,0,1,0,4.4,722,0,0,20,0,0.6,0,2.7,0,0,2,0,0,0.4,21348,0,0,0,0,624,313,0,0,79,Bournemouth,Man Utd,Watford,West Brom,Chelsea,2,1,1.1,1,1.1,2,2.5,1,1,1,1.6,1,1.9,1,1.7,1,1.5,1.2,1,1.5,1,2,1,2.2,1.4,1.8,1.2,1.3,27.3
Eden,Hazard,MID,CHE,10600000,11,23,0.766666666666667,7.23270440251572E-08,2.16981132075472E-06,0,156665,0,5,0,0,0,1,0,2.2,5791,1,0,23,-1,0.6,0,6,3,0,1,0,1,5.2,315261,0,0,0,1,385,14542,0,0,98,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,40.2
Tom,Heaton,GLK,BUR,4800000,0,8,0.266666666666667,5.55555555555556E-08,1.66666666666667E-06,0,309525,0,4,0,8,0,0,0,1.7,3299,-2,0,8,2,0,0,0,0,0,0,0,0,2.5,17962,0,0,0,0,305,20,0,0,48,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4300000,0,1,0.0333333333333333,7.75193798449612E-09,2.32558139534884E-07,0,7361,0,0,0,0,0,0,0,0.2,94,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,2059,0,0,0,0,1,7,0,0,4,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,0,36,3.6,7.65957446808511E-07,7.65957446808511E-06,0,602390,2,12,0,0,0,1,0,7.7,29095,2,0,36,-2,0.2,0,1,5,0,3,0,0,22,1241458,0,0,0,1,866,4587,0,0,164,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,3.3,3.6,3.4,4.8,5.4,3.1,2.4,4,3.2,3.9,5,3.1,4.9,2.4,2.4,4,3.6,4.9,4.6,3.9,3.2,4.5,3.4,2,4.9,2.7,3.9,4,34.4
Tomer,Hemed,FWD,BHA,5000000,0,26,4.3,8.6E-07,5.2E-06,0,153189,0,3,0,0,0,2,0,5.2,4868,0,0,26,0,0,0,0,5,0,2,0,1,1.7,213372,0,0,0,0,435,1011,0,0,81,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,4.3,6.1,2.8,6.4,6,3.8,3.7,5,4.7,4.1,3.6,6,4.2,3.9,4.4,5.8,5,4.5,5.9,5,3.7,5.6,5.5,4.9,4.1,3.8,5,3.3,23.7
Jordan,Henderson,MID,LIV,5500000,3,32,3.6,6.54545454545455E-07,5.81818181818182E-06,0,79913,1,15,0,0,0,1,0,5.8,3368,0,0,32,0,0.7,0,4,3,0,4,0,1,2.3,104861,0,0,0,0,810,4195,0,0,159,West Ham,Southampton,Chelsea,Stoke,Brighton,2.3,3.8,3.6,2.3,1.9,5.4,4.5,2.8,1.8,4.6,4.7,2.4,2.8,3.4,2.2,3.5,2.7,5,5,1.8,3.1,2.5,3.3,4.8,2.1,4.2,2.7,4.1,47.2
Jeff,Hendrick,MID,BUR,5400000,8,27,3.9,7.22222222222222E-07,5E-06,0,7842,0,5,0,0,0,2,0,5,300,-1,0,27,1,0.7,0,3.7,1,0,3,0,0,0.2,8948,0,0,0,0,545,726,0,0,83,Southampton,Swansea,Arsenal,Bournemouth,Leicester,4,4.6,5.2,4.2,3.5,3,4.2,3.1,3.4,2.3,3.5,4.7,3.7,3.9,3.4,2.7,4.8,3.7,5.6,3.6,3.5,3.3,4.2,4.7,3.5,4.1,2.7,4.8,29.5
Wayne,Hennessey,GLK,CRY,4400000,0,19,2.7,6.13636363636364E-07,4.31818181818182E-06,0,49820,0,17,0,28,0,0,0,4.3,963,-1,0,19,1,0,0,0,3,0,0,0,0,1,21321,0,0,0,0,630,91,0,0,124,Tottenham,Everton,Stoke,Brighton,West Brom,2.2,2.5,2.9,2.2,2.2,2.9,2.7,1.4,1.9,3.4,2.1,2.4,3,1.4,2,3.2,1.5,2.6,2.6,2.3,2.1,3.3,2,3.3,3.1,2.5,2,3.4,19.7
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0,0,168,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5100000,3,13,0.433333333333333,8.49673202614379E-08,2.54901960784314E-06,0,172110,1,4,0,0,0,0,0,2.5,1002,-4,1,13,4,0.5,0,2.7,0,0,2,0,0,1.5,19409,0,0,0,0,400,596,-1,0,64,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.4
Wesley,Hoedt,DEF,SOU,5000000,1,11,0.366666666666667,7.33333333333333E-08,2.2E-06,0,2858,1,4,0,0,0,0,0,2.2,56,0,0,11,0,0.1,0,0.3,1,0,1,0,0,0,4035,0,0,0,0,360,75,0,0,72,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.9
Jonathan,Hogg,MID,HUD,4400000,2,10,0.333333333333333,7.57575757575757E-08,2.27272727272727E-06,0,14685,1,8,0,0,0,0,0,2.3,743,-1,0,10,1,0.3,0,1.3,0,0,1,0,0,0.5,34063,0,0,0,0,393,385,0,0,81,West Brom,Bournemouth,Man City,Arsenal,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Pierre-Emile,H?jbjerg,MID,SOU,4400000,1,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,15609,0,0,0,0,0,0,0,0.2,273,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.3,12206,0,0,0,0,6,61,0,0,5,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Rob,Holding,DEF,ARS,4600000,1,8,0.266666666666667,5.79710144927536E-08,1.73913043478261E-06,0,86755,1,8,0,0,0,0,0,1.7,760,-4,1,8,4,0.2,0,0.7,0,0,1,0,0,0.8,14167,0,0,0,0,263,200,-1,0,68,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.7
Jose,Holebas,DEF,WAT,5000000,2,26,2.9,5.8E-07,5.2E-06,0,32167,2,18,0,0,0,0,0,5.2,874,0,0,26,0,0.2,0,1,3,0,2,0,2,0.7,35011,0,0,0,0,810,695,0,0,155,Everton,West Ham,Newcastle,Man Utd,Tottenham,2.4,2.8,2.7,2,1.9,3.2,4,2.8,3.3,1.9,1.6,2.5,2,2.3,3.1,1.7,3,1.9,2.8,2.2,2.5,2.3,2.4,3.2,3.6,3.3,2.6,2.1,44.9
Mason,Holgate,DEF,EVE,4300000,0,7,0.233333333333333,5.42635658914729E-08,1.62790697674419E-06,0,64801,0,5,0,0,0,0,0,1.6,1319,-2,0,7,2,0.2,0,0.7,0,0,0,0,0,0.8,36857,0,0,0,0,360,271,0,0,40,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,19.2
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,15360,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0.2,904,0,0,0,0,0,19,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Hughes,MID,WAT,4600000,1,1,0.0333333333333333,7.2463768115942E-09,2.17391304347826E-07,0,10864,0,0,0,0,0,0,0,0.2,134,-4,0,1,4,0.1,0,0.3,0,0,0,0,0,0.1,1384,0,0,0,0,10,28,0,0,4,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0333333333333333,8.54700854700855E-09,2.56410256410256E-07,0,219276,0,1,0,0,0,0,0,0.3,5118,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,6.9,213531,0,0,0,0,17,9301,0,0,5,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4900000,0,0,0,0,0,0,3975,0,0,0,0,0,0,0,0,56,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,962,0,0,0,0,0,20,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4900000,1,17,1.9,3.87755102040816E-07,3.46938775510204E-06,0,27357,0,5,0,0,0,0,0,3.5,869,-1,0,17,1,0.3,0,1.3,0,0,0,0,2,0.5,27502,0,0,0,0,438,178,0,0,61,Newcastle,Huddersfield,Swansea,Burnley,Southampton,1,1.6,1.6,1.4,1.2,1.2,1,1.6,1,1.8,2.1,1,1.9,1.1,1.3,1.4,1.1,1.8,1.1,1,1.5,1.3,1.8,1,1.3,1.3,1.6,1.1,32.7
Vicente,Iborra,MID,LEI,5800000,3,8,0.266666666666667,4.59770114942529E-08,1.37931034482759E-06,0,6917,0,2,0,0,0,0,0,1.4,71,-2,0,8,2,0.4,0,2.3,0,0,1,0,0,0.1,1033,0,0,0,0,315,86,0,0,60,Stoke,Man City,West Ham,Tottenham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.9
Zlatan,Ibrahimovic,FWD,MUN,10000000,0,0,0,0,0,0,3256,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2873,0,0,0,0,0,78,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelechi,Iheanacho,FWD,LEI,6600000,1,8,0.266666666666667,4.04040404040404E-08,1.21212121212121E-06,0,125879,1,4,0,0,0,0,0,1.2,734,-4,0,8,4,0.1,0,0.7,0,0,0,0,0,0.7,10158,0,0,0,0,199,202,0,0,23,Stoke,Man City,West Ham,Tottenham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.9
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,7443,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,946,0,0,0,0,0,1,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5700000,2,27,2.7,4.73684210526316E-07,4.73684210526316E-06,0,70515,0,13,0,0,0,0,0,4.7,773,-3,1,27,3,0.5,0,3,0,0,4,0,1,0.6,24649,0,0,0,0,900,279,-1,0,93,West Brom,Bournemouth,Man City,Arsenal,Everton,2.8,2.1,1.6,1.4,2.5,2.5,2.1,2.1,2,2.6,2.6,1.7,3.2,1.7,2.9,1.4,3.1,1.6,1.7,2.9,3.1,1.7,1.5,1.8,2.1,3.6,1.4,3.3,47.4
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,3853,0,0,0,0,0,0,0,0,103,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1801,0,0,0,0,0,55,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,MID,ARS,5100000,0,15,0.5,9.80392156862745E-08,2.94117647058824E-06,0,145585,0,2,0,0,0,1,0,2.9,2864,-4,0,15,4,0.1,0,0.7,1,0,2,0,0,0.8,41544,0,0,0,0,250,247,0,0,67,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,26.8
,Izquierdo,MID,BHA,5900000,2,15,0.5,8.47457627118644E-08,2.54237288135593E-06,0,2051,0,4,0,0,0,1,0,2.5,181,-1,0,15,1,0.6,0,3.7,0,0,1,0,0,0,3827,0,0,0,0,270,181,0,0,46,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Phil,Jagielka,DEF,EVE,4900000,1,13,1.9,3.87755102040816E-07,2.6530612244898E-06,0,271982,0,15,0,0,0,0,0,2.7,3290,-1,0,13,1,0.2,0,1,1,0,1,0,0,3.4,81669,0,0,0,0,622,559,0,0,121,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,1.5,2.2,1.4,2,2,1,1,1.2,1.3,1.3,1.2,1.5,1.3,2.1,1.4,1,2.8,1.9,1.3,2,1.2,1.1,2,1.1,1.9,1.2,1.5,1.1,20.3
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,115,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,592,0,0,0,0,0,17,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,8,2,4.54545454545455E-07,1.81818181818182E-06,0,21647,1,6,0,0,0,0,0,1.8,309,-1,1,8,1,0,0,0,0,0,1,0,0,0.2,16340,0,0,0,0,338,26,-1,0,35,Stoke,Man City,West Ham,Tottenham,Burnley,1,1,1.1,1.2,1.6,1,1.2,2,1.5,1.3,1,1.9,1.3,1.1,1.6,1.8,1,1.6,2,1,2.2,1,2,1.1,1.4,1.1,2.1,1,7.3
Daryl,Janmaat,DEF,WAT,4900000,0,7,0.233333333333333,4.76190476190476E-08,1.42857142857143E-06,0,12341,0,6,0,0,0,1,0,1.4,186,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,4300,0,0,0,0,135,64,0,0,34,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.4
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8396,0,0,0,0,0,0,0,0.1,43,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,899,0,0,0,0,1,0,0,0,2,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,12025,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0.2,688,0,0,0,0,0,6,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5700000,0,24,0.8,1.40350877192982E-07,4.21052631578947E-06,0,464777,0,11,0,0,0,1,0,4.2,11767,-3,1,24,3,0.4,0,2,2,0,1,0,1,4.3,574446,0,0,0,1,450,572,-1,0,70,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,30.7
,Jesus,FWD,MCI,10500000,1,49,5.4,5.14285714285714E-07,4.66666666666667E-06,0,1060755,2,5,0,0,0,6,0,4.6,63279,0,1,49,0,0.5,0,5,9,0,3,0,1,19,1416847,0,0,0,2,570,17943,-1,0,181,Arsenal,Leicester,Huddersfield,Southampton,West Ham,7.6,5.9,5.9,5.8,7.4,4.6,6.5,5.3,7.5,5.6,6.7,6.1,5.3,7.4,7.5,6,7.1,4.5,5.1,7,7.4,6.8,6.5,5.8,5.8,5.9,7.1,6.6,75.8
