FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,31,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,5500000,3,11,2.2,4E-07,2E-06,0,9392,0,9,0,0,0,0,0,2,194,0,0,11,0,0.2,0,1.3,0,0,1,0,0,0.2,3800,0,0,0,0,371,113,0,0,76,Burnley,Brighton,Crystal Palace,Liverpool,Watford,1.1,2.5,1.3,2.4,1.1,2.6,1.2,1.1,1.9,3.3,1.1,2.5,1.1,1.1,2.3,1.1,2.9,2.7,1.1,1.4,1.1,1.8,1.9,1.6,1.8,1.2,2.3,1.1,1.4,1.1,3,18.1
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,13232,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7988,0,0,0,0,0,535,0,0,0,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,4,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,5000000,0,25,4.2,8.4E-07,5E-06,0,105538,1,6,0,0,0,0,0,5,10509,0,0,25,0,0.1,0,0.5,6,0,2,0,1,2.5,168384,0,0,0,0,438,213,0,0,108,Leicester,Southampton,Man City,Huddersfield,Chelsea,2.9,5.5,3.6,4.6,4.3,5.4,5.5,5.9,4.9,3.2,4.3,3.8,5.2,6.3,3.3,6.3,3.3,3.1,5,4.8,5.5,5.9,4.7,3.7,4.9,4.1,2.7,5.9,3.7,4.3,5.1,16.3
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,98,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,MID,WHU,4500000,0,17,0.809523809523809,1.7989417989418E-07,3.77777777777778E-06,0,84248,0,5,0,0,0,1,0,3.8,6871,0,0,17,0,0.8,0,3.5,3,0,2,0,0,1.9,129400,0,0,0,1,284,1210,0,0,83,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.9,0.4,0.5,0.4,0.4,0.5,0.4,0.7,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.7,13.4
Angelo,Ogbonna,DEF,WHU,4400000,0,2,0.0952380952380952,2.16450216450216E-08,4.54545454545455E-07,0,25056,1,13,0,0,0,0,0,0.5,1193,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.8,8462,0,0,0,0,360,208,0,0,57,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Stefano,Okaka,FWD,WAT,5400000,0,7,0.333333333333333,6.17283950617284E-08,1.2962962962963E-06,0,48857,0,3,0,0,0,1,0,1.3,1127,-1,0,7,1,0,0,0,1,0,0,0,0,0.5,41381,0,0,0,0,62,329,0,0,26,Arsenal,Chelsea,Stoke,Everton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Shinji,Okazaki,FWD,LEI,5600000,2,22,3.7,6.60714285714286E-07,3.92857142857143E-06,0,177415,1,5,0,0,0,3,0,3.9,13380,1,0,22,-1,0.4,0,2,1,0,2,0,0,5.3,312517,0,0,0,0,367,21109,0,0,83,West Brom,Swansea,Everton,Stoke,Man City,4.5,3.8,5.3,3.7,3.2,2.3,2.7,3.6,2.8,3.7,5.2,3.6,4.3,2.8,3.7,3.2,3.3,3.7,3.1,2.7,5.4,5.2,2.9,5.5,3.2,4.4,3.3,3.2,4.5,5.4,3.6,28.8
Martin,Olsson,DEF,SWA,5000000,6,27,3.9,7.8E-07,5.4E-06,0,6869,0,7,0,0,0,0,0,5.4,370,0,0,27,0,0.8,0,3.8,0,0,4,0,0,0.3,7047,0,0,0,0,626,547,0,0,119,Huddersfield,Leicester,Arsenal,Brighton,Burnley,3.6,2.9,3,4.9,5.2,3.8,5.3,4.5,4.3,2.1,4,4.3,3.9,5.8,2.6,4.4,4.1,5,3.6,3.1,5,5,5.2,3.1,3.4,5.1,3.4,3.8,2.6,4.4,3.9,11.9
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,20104,0,1,0,0,0,0,0,0.1,277,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1042,0,0,0,0,9,10,0,0,3,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4500000,1,14,2,4.44444444444444E-07,3.11111111111111E-06,0,103223,3,7,0,0,0,0,0,3.1,4816,0,0,14,0,0.4,0,2,0,0,3,0,0,3.2,44553,0,0,0,0,630,2792,0,0,104,Newcastle,West Brom,Brighton,Burnley,Liverpool,1.4,1.2,1.3,1,1,1.8,1.2,1.8,2.3,1.4,2.1,1,2,1,1.5,2,1,1.3,1.4,1.2,1.8,1.2,1.6,2.7,1.4,1.2,1,1.6,1.7,2,1,34.5
David,Ospina,GLK,ARS,4900000,0,0,0,0,0,0,5104,0,0,0,0,0,0,0,0,247,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,883,0,0,0,0,0,86,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5700000,5,39,5.6,9.82456140350877E-07,6.84210526315789E-06,0,181580,3,2,0,0,0,1,0,6.8,12639,2,0,39,-2,1.2,0,7,2,0,5,0,0,14.7,592730,0,0,0,1,610,40124,0,0,182,Stoke,Burnley,West Brom,Arsenal,Leicester,7.7,6.5,7.2,8.4,5.5,7.7,6.5,8.4,5.2,8.1,5.7,7.6,6.7,7.7,6.2,5.9,7.3,7.8,7.7,6.3,4.6,5.8,6.7,8.4,6,5.7,8.4,5.5,6.1,7.2,8.4,27.4
Mesut,Ozil,MID,ARS,9400000,0,9,1.8,1.91489361702128E-07,9.57446808510638E-07,0,95181,1,8,0,0,0,0,0,1,5455,-1,0,9,1,0.1,0,1,0,0,1,0,0,1.5,34398,0,0,0,0,367,115,0,0,63,Watford,Everton,Swansea,Man City,Tottenham,0.9,0.9,1.8,0.9,1.1,0.9,1.6,1.2,0.9,0.9,2,1.8,0.9,0.9,1.4,0.9,2.1,1,2.4,0.9,1.1,0.9,1.1,0.9,1.8,1.4,0.9,2.5,0.9,1.5,0.9,34.8
Kasey,Palmer,MID,HUD,5300000,0,3,0.142857142857143,2.69541778975741E-08,5.66037735849057E-07,0,3721,2,0,0,0,0,0,0,0.6,74,-2,0,3,2,0,0,0,0,0,1,0,0,0,749,0,0,0,0,123,3,0,0,3,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,3605,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0.1,225,0,0,0,0,0,4,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,6,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7900000,1,19,0.904761904761905,1.14526823387583E-07,2.40506329113924E-06,0,139044,0,2,0,0,0,1,0,2.4,5069,-1,0,19,1,0.4,0,3,0,0,2,0,1,1.5,62103,0,0,0,0,278,5515,0,0,51,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.5,21
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,3279,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.1,908,0,0,0,0,0,30,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,1,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,1,4,0.19047619047619,3.28407224958949E-08,6.89655172413793E-07,0,8335,0,3,0,0,0,0,0,0.7,171,-2,0,4,2,0.1,0,0.8,0,0,0,0,0,0.1,1187,0,0,0,0,118,93,0,0,10,Arsenal,Chelsea,Stoke,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Ayoze,Perez,FWD,NEW,5500000,1,16,2.3,4.18181818181818E-07,2.90909090909091E-06,0,59199,1,6,0,0,0,0,0,2.9,3001,0,0,16,0,0.3,0,1.8,0,0,2,0,1,1.1,42902,0,0,0,0,614,1363,0,0,32,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,1.8,3,1.6,2.7,1.2,1.5,1.3,1.5,2.4,2.8,1.2,1.2,1.5,2.8,1.8,1.4,1.2,1.7,2.5,1.7,1.7,1.3,1.5,1.7,1.8,1.4,3,1.8,2.3,2.2,1.3,33.4
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,7917,0,0,0,0,0,0,0,0,141,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,408,0,0,0,0,0,5,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5900000,4,22,3.1,5.25423728813559E-07,3.72881355932203E-06,0,111246,0,4,0,0,0,0,0,3.7,4025,-1,0,22,1,0.4,0,2.5,0,0,4,0,2,1.5,62892,0,0,0,0,472,841,0,0,65,Leicester,Southampton,Man City,Huddersfield,Chelsea,2.4,3.1,2.1,2.4,2.7,2.9,3.7,3.9,4,1.6,2.3,2,4.4,4.6,2,3.6,3,1.7,2.7,3,3,2.9,3.7,2.7,2.8,3.4,1.6,3.4,2.4,2.1,3.2,27.3
Jordan,Pickford,GLK,EVE,5000000,2,20,2.9,5.8E-07,4E-06,0,164743,0,12,0,21,0,0,0,4,12023,0,0,20,0,0.4,0,2,1,0,1,0,0,8.1,71340,0,0,0,0,630,631,0,0,124,Brighton,Arsenal,Leicester,Watford,Crystal Palace,2.4,4.2,1.5,2.9,3.5,3.2,4.2,3.3,1.7,2,2.3,2.5,2.5,2,2.5,3.2,3.8,2.8,1.4,4.1,3.5,2.6,4.2,2,2,3.6,2.8,3.3,2.6,2.9,1.7,16.5
Jeremy,Pied,DEF,SOU,4300000,0,0,0,0,0,0,3491,0,0,0,0,0,0,0,0,123,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1185,0,0,0,0,0,45,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Pieters,DEF,STK,5000000,2,13,1.9,3.8E-07,2.6E-06,0,24004,1,11,0,0,0,0,0,2.6,1276,0,0,13,0,0.2,0,1,0,0,1,0,0,0.7,7008,0,0,0,0,628,144,0,0,95,Man City,Bournemouth,Watford,Leicester,Brighton,1,1.9,1.9,1.4,1.2,2.3,2,1.2,1.6,1.3,2.4,2.1,1.3,1.3,1.8,1,1.8,1.5,1,2.4,1,1.7,1,1.6,1,1.3,1,1.5,1,2.7,1.4,20
Paul,Pogba,MID,MUN,8000000,0,31,7.8,9.75E-07,3.875E-06,0,1513881,1,2,0,0,0,2,0,3.9,46637,0,0,31,0,0.2,0,1.3,2,0,3,0,3,10.3,848599,0,0,0,1,360,406,0,0,100,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,11.7,10.9,7.7,8.6,11.7,8.9,9,10.4,9.9,8.9,11.7,10.3,11,10.9,9,10,9.8,11.7,8,9.8,8,11.5,8.9,11.7,8.2,8.6,48.1
Nick,Pope,GLK,BUR,4500000,9,21,5.3,1.17777777777778E-06,4.66666666666667E-06,0,4548,1,1,0,17,0,0,0,4.7,750,0,0,21,0,1.2,0,5.3,3,0,2,0,0,0.4,17183,0,0,0,0,324,5055,0,0,93,West Ham,Man City,Newcastle,Southampton,Swansea,8,5.5,6.6,8,4.8,8,6.2,5.3,5.7,6.9,6.6,5.1,5,7.3,7.2,7.4,5.1,6.3,4.3,7.6,5.9,6.2,5.8,5.2,6.9,8,5.6,6.4,7.8,4.4,6.8,13.1
Sebastian,Prodl,DEF,WAT,4400000,0,12,0.571428571428571,1.2987012987013E-07,2.72727272727273E-06,0,19749,0,0,0,0,0,0,0,2.7,734,-1,0,12,1,0,0,0,0,0,2,0,0,0.3,6828,0,0,0,0,180,43,0,0,48,Arsenal,Chelsea,Stoke,Everton,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,5.3
Davy,Propper,MID,BHA,5400000,2,16,2.3,4.25925925925926E-07,2.96296296296296E-06,0,6653,0,9,0,0,0,0,0,3,250,-1,0,16,1,0.4,0,2.3,0,0,2,0,0,0.1,3646,0,0,0,0,630,126,0,0,95,Everton,West Ham,Southampton,Swansea,Stoke,3.1,1.2,1.8,2.4,2.3,1.2,2.7,2.4,1.2,1.6,1.9,1.4,1.7,1.2,2.9,1.2,1.8,1.7,3.2,1.2,2.3,3.4,1.6,1.2,2.6,2.1,1.8,1.4,1.4,1.5,1.2,18.9
Marc,Pugh,MID,BOU,4800000,2,6,0.285714285714286,5.95238095238095E-08,1.25E-06,0,3280,1,4,0,0,0,0,0,1.3,136,-2,0,6,2,0.2,0,1,0,0,1,0,0,0.1,874,0,0,0,0,233,143,0,0,18,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.2
Jason,Puncheon,MID,CRY,4800000,2,9,1.3,2.70833333333333E-07,1.875E-06,0,41904,4,14,0,0,0,0,0,1.9,1212,-2,0,9,2,0.3,0,1.5,0,0,0,0,0,0.6,8355,0,0,0,0,534,405,0,0,33,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.6,0.6,1.3,0.8,1.2,0.8,0.6,0.6,1.1,0.6,0.7,1.3,1.5,0.6,0.9,0.6,0.6,0.6,0.9,0.9,0.6,0.6,0.9,0.7,0.8,0.8,0.9,0.8,0.9,0.6,0.7,20.9
Collin,Quaner,FWD,HUD,4500000,0,7,0.333333333333333,7.40740740740741E-08,1.55555555555556E-06,0,189172,0,0,0,0,0,0,0,1.6,8671,0,0,7,0,0.1,0,0.3,0,0,0,0,1,3.6,161711,0,0,0,0,57,6567,0,0,21,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8717,0,0,0,0,0,1703,0,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,7100000,3,27,3.9,5.49295774647887E-07,3.80281690140845E-06,0,137821,0,3,0,0,0,1,0,3.8,11788,1,-1,27,-1,0.6,0,4.5,0,0,4,0,2,4.9,281818,0,0,0,0,494,14282,1,0,102,Watford,Everton,Swansea,Man City,Tottenham,2.2,2.3,5.4,2,3.7,2,4.9,4,2.4,2,5.6,5.4,2.5,2,4.6,2,5.8,3.4,5.8,2.2,3.7,2,3.7,2,5.4,4.5,2,5.8,2,4.7,2,41.8
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,3,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0476190476190476,1.22100122100122E-08,2.56410256410256E-07,0,364649,0,0,0,0,0,0,0,0.3,14394,-1,0,1,1,0,0,0,0,0,0,0,0,12.5,104289,0,0,0,0,2,17432,0,0,3,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Marcus,Rashford,FWD,MUN,7600000,9,33,4.7,6.18421052631579E-07,4.3421052631579E-06,0,210512,0,2,0,0,0,2,0,4.3,13734,1,0,33,-1,0.7,0,5,3,0,5,0,3,8.5,328597,0,0,0,0,468,49959,0,0,122,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,4.2,4.4,3.8,4.8,6,7,6.1,2.7,4.5,7,4.4,4.6,5,4.6,5.4,7,4.9,5.3,5.2,4.2,4.1,5.9,7,3.6,4.4,4.1,6.2,5.2,7,4.7,4.7,57.2
Nathan,Redmond,MID,SOU,6400000,2,19,2.7,4.21875E-07,2.96875E-06,0,236760,1,6,0,0,0,0,0,3,9680,-1,0,19,1,0.4,0,2.3,0,0,3,0,1,3.9,61943,0,0,0,0,600,1423,0,0,64,Newcastle,West Brom,Brighton,Burnley,Liverpool,2.2,1.9,2.1,1.5,1.7,2.9,2,2.9,3.4,2.3,3.2,1.7,3.1,1.6,2.4,3.1,1.4,2.2,2.3,2,2.8,2,2.6,3.9,2.2,1.9,1.5,2.6,2.7,3.1,1.4,50.6
Winston,Reid,DEF,WHU,4900000,6,21,4.2,8.57142857142857E-07,4.28571428571429E-06,0,46168,1,7,0,0,0,0,0,4.3,660,-1,0,21,1,1.1,0,5.3,3,0,3,0,0,1,9316,0,0,0,0,450,586,0,0,111,Burnley,Brighton,Crystal Palace,Liverpool,Watford,3.3,6.3,3.9,6.3,4.7,5.3,2.1,2.1,4.9,6.3,2.6,6,2.5,4.2,6.3,3.3,6.1,6.3,3.1,5.4,2.1,3.6,5.4,4.8,5.5,3.5,6.2,2.1,4.2,2.1,5.7,12.6
Declan,Rice,DEF,WHU,4500000,0,3,0.142857142857143,3.17460317460317E-08,6.66666666666667E-07,0,971,0,5,0,0,0,0,0,0.7,59,0,0,3,0,0.1,0,0.3,0,0,0,0,0,0,1280,0,0,0,0,150,25,0,0,25,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
,Richarlison,MID,WAT,6100000,10,40,5.7,9.34426229508197E-07,6.55737704918033E-06,0,175021,1,11,0,0,0,3,0,6.6,9955,1,0,40,-1,0.9,0,5.5,4,0,3,0,2,6.3,445951,0,0,0,2,570,72336,0,0,118,Arsenal,Chelsea,Stoke,Everton,West Ham,8.6,8.6,5.7,8,7.9,7.7,3.8,3.4,8.2,8.5,5,6.7,6.4,5,6.5,4.4,7.8,7,4.5,7.1,6.7,5.6,6.4,5.9,6.8,4.7,7.8,5.9,8.6,6.2,5.6,60.9
Jairo,Riedewald,DEF,CRY,4800000,1,3,0.142857142857143,2.97619047619048E-08,6.25E-07,0,13537,0,4,0,0,0,0,0,0.6,207,-2,0,3,2,0.1,0,0.5,0,0,0,0,0,0.1,387,0,0,0,0,120,7,0,0,24,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Matt,Ritchie,MID,NEW,6000000,2,28,4,6.66666666666667E-07,4.66666666666667E-06,0,153778,3,6,0,0,0,0,0,4.7,21367,0,0,28,0,0.8,0,5,3,0,2,0,4,5.9,281121,0,0,0,1,627,8226,0,0,131,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,5.4,3.9,5.8,2.1,3.1,3.1,4.4,5.3,6,2.6,3.1,3.2,5.2,3,4.9,2.7,4.2,4.6,3.5,4,2.3,3.9,4.3,4.4,3.6,6,4.4,4.8,4.3,4,49.2
Andrew,Robertson,DEF,LIV,4900000,0,11,0.523809523809524,1.0689990281827E-07,2.24489795918367E-06,0,78115,0,1,0,0,0,0,0,2.2,3574,-1,0,11,1,0.1,0,0.5,3,0,1,0,0,1.4,57206,0,0,0,0,180,122,0,0,47,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4400000,0,0,0,0,0,0,5273,0,0,0,0,0,0,0,0,196,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,552,0,0,0,0,0,25,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,1,7,0.333333333333333,6.80272108843537E-08,1.42857142857143E-06,0,29020,1,2,0,0,0,1,0,1.4,1279,-1,0,7,1,0.2,0,1,1,0,0,0,0,0.5,13895,0,0,0,0,136,1702,0,1,29,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
Jay,Rodriguez,FWD,WBA,5800000,2,16,2.3,3.96551724137931E-07,2.75862068965517E-06,0,110733,2,8,0,0,0,1,0,2.8,3568,-2,0,16,2,0.3,0,2,0,0,3,0,0,1.2,43836,0,0,0,0,624,1434,0,0,36,Leicester,Southampton,Man City,Huddersfield,Chelsea,1.4,1.8,1.5,1.3,1.3,1.7,2.2,3,1.8,1.3,1.7,1.8,2.8,3,1.2,2.8,1.8,1.2,1.5,1.5,1.8,2.2,2.4,1.7,1.7,1.4,1.2,2.7,1.3,1.2,2.5,32.3
