FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jack,Stephens,DEF,SOU,4800000,0,15,3.8,7.91666666666667E-07,3.125E-06,0,42344,0,4,0,0,0,0,0,3.1,1364,-2,0,15,2,0.1,0,0.3,1,0,2,0,0,0.4,13067,0,0,0,0,360,98,0,0,85,Newcastle,West Brom,Brighton,Burnley,Liverpool,3.7,4.3,4.8,3.1,3.7,3.4,3.6,4.1,4.9,3,5.1,3.7,5.6,3.2,4.3,5.7,2.6,4.9,4.8,4.1,4.9,3.9,4.2,5.2,3.8,2.8,2.6,3.4,3.8,3.7,2.1,15.1
Raheem,Sterling,MID,MCI,7900000,3,35,5.8,7.34177215189873E-07,4.43037974683544E-06,0,240627,1,1,0,0,0,5,0,4.4,11727,-1,0,35,1,0.8,0,6.3,1,0,3,0,0,5.9,250496,0,0,0,1,387,52689,0,1,117,Stoke,Burnley,West Brom,Arsenal,Leicester,7.4,6.3,6.5,8.7,7.2,7.2,6,8.7,4.8,8.7,4.9,8.3,7.1,7.9,4.8,5.2,7.8,7.2,7.6,7.9,5.7,6.1,6.3,7.7,7.4,5.3,8.1,6.6,6.4,6.7,8.3,57.7
,Steve Cook,DEF,BOU,4900000,0,4,0.19047619047619,3.88726919339164E-08,8.16326530612245E-07,0,19046,2,9,0,0,0,0,0,0.8,765,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0.4,1579,0,0,0,0,371,30,0,0,44,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.4
John,Stones,DEF,MCI,5600000,8,35,5,8.92857142857143E-07,6.25E-06,0,134927,0,1,0,0,0,0,0,6.4,6579,1,-1,35,-1,1.2,0,6.5,2,0,5,0,0,7.8,234913,0,0,0,0,494,38914,1,0,143,Stoke,Burnley,West Brom,Arsenal,Leicester,6.6,5.5,6.4,7.5,4.7,6.7,5.6,7.5,4.4,7,4.8,6.5,5.7,6.8,5.5,5,6.3,7,6.6,5.4,3.9,4.9,5.7,7.5,5.1,4.8,7.5,4.6,5.2,6.3,7.5,18.3
Daniel,Sturridge,FWD,LIV,8000000,2,15,3,3.75E-07,1.875E-06,0,23370,0,3,0,0,0,1,0,1.9,1773,0,0,15,0,0.3,0,2,0,0,1,0,1,0.7,15986,0,0,0,0,265,1482,0,0,64,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,2.9,2.2,2.9,1.5,2.6,2.3,2.2,1.8,4.3,3.6,2.1,1.5,2.5,3.7,1.9,2.5,2.3,1.7,2.1,2.2,4.3,3.5,1.5,2.6,3.2,2.2,4.2,1.7,4.3,1.9,4.3,37.3
Isaac,Success,MID,WAT,5300000,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,59,-2,0,0,2,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,32,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Surman,MID,BOU,4600000,3,21,3.5,7.60869565217391E-07,4.56521739130435E-06,0,54178,0,8,0,0,0,1,0,4.6,9491,1,-1,21,-1,0.8,0,3.8,3,0,1,0,0,4.1,202519,0,0,0,1,540,27864,1,0,99,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,3.4,2.3,3.4,2.8,3.7,4.6,3.5,3.3,3.7,1.8,4.2,2,5.2,5.2,2.1,5.2,2.4,3.5,4.1,2.8,4.4,2.8,2.6,4,3.4,4.6,1.8,2.9,3.6,4.1,3.1,25.6
Markus,Suttner,DEF,BHA,4400000,0,18,3,6.81818181818182E-07,4.09090909090909E-06,0,27767,0,7,0,0,0,0,0,4.1,2816,-1,0,18,1,0.5,0,2.3,1,0,2,0,0,0.7,20748,0,0,0,0,540,2261,0,0,92,Everton,West Ham,Southampton,Swansea,Stoke,3.4,1.6,3.2,2.7,3.8,1.5,4.4,3.9,2.5,3,3.2,3.1,2.5,1.9,3.8,2.3,2.8,3.1,4.5,1.9,2.6,4.5,1.6,1.5,3.1,3.6,3.3,2.7,2.4,2.7,1.5,10.5
Dusan,Tadic,MID,SOU,6500000,1,19,2.7,4.15384615384615E-07,2.92307692307692E-06,0,162675,2,6,0,0,0,1,0,2.9,8513,0,0,19,0,0.3,0,1.8,0,0,3,0,0,3,140602,0,0,0,0,564,1686,0,0,93,Newcastle,West Brom,Brighton,Burnley,Liverpool,2.2,1.9,2.1,1.5,1.7,2.9,2,2.9,3.4,2.3,3.2,1.7,3.1,1.6,2.4,3.1,1.4,2.2,2.3,2,2.8,2,2.6,3.9,2.2,1.9,1.5,2.6,2.7,3.1,1.4,49.3
Matt,Targett,DEF,SOU,4300000,0,0,0,0,0,0,4962,0,0,0,0,0,0,0,0,143,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,586,0,0,0,0,0,14,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tarkowski,DEF,BUR,4500000,6,24,3.4,7.55555555555556E-07,5.33333333333333E-06,0,4638,1,5,0,0,0,0,0,5.3,518,0,0,24,0,1.1,0,4.8,0,0,3,0,0,0.4,17138,0,0,0,0,630,2433,0,0,131,West Ham,Man City,Newcastle,Southampton,Swansea,4.6,2.8,3.5,4.7,2.4,4.6,3.3,2.6,3,3.7,3.8,2.5,2.5,4,3.9,4.7,2.5,3.3,2.1,4.2,3.1,3.2,3,2.6,3.9,5,2.9,3.3,4.6,2.1,3.7,27.3
Charlie,Taylor,DEF,BUR,4300000,0,0,0,0,0,0,7827,0,0,0,0,0,0,0,0,316,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1377,0,0,0,0,0,178,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,4580,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10458,0,0,0,0,0,665,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4400000,0,4,0.19047619047619,4.32900432900433E-08,9.09090909090909E-07,0,46211,0,2,0,0,0,0,0,0.9,1638,-1,0,4,1,0,0,0,0,0,0,0,0,0.6,3426,0,0,0,0,142,8,0,0,16,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Fikayo,Tomori,DEF,CHE,4500000,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,10,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5700000,2,13,1.9,3.33333333333333E-07,2.28070175438596E-06,0,81800,0,15,0,0,0,0,0,2.3,2189,-3,0,13,3,0.4,0,2,0,0,0,0,0,1.1,10434,0,0,0,0,585,232,0,0,89,Chelsea,Newcastle,West Ham,Tottenham,Everton,1.1,1.2,2.2,1.6,2.1,1.5,1,1.1,1.9,1,1.3,2.2,2.5,1,1.7,1.1,1,1,1.6,1.6,1,1,1.6,1.2,1.5,1.4,1.6,1.5,1.7,1,1.4,31.5
Kieran,Trippier,DEF,TOT,5400000,14,34,5.7,1.05555555555556E-06,6.2962962962963E-06,0,143345,0,4,0,0,0,0,0,6.3,6013,-1,0,34,1,1.4,0,7.8,3,0,3,0,3,4.2,179718,0,0,0,1,453,43662,0,0,149,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,6.3,6.7,6.2,5.9,5.6,6.6,6.5,8.6,6.5,7.2,6.8,8.6,5.1,7.9,8.6,5.6,8.6,4.4,6.9,7.9,8.5,5.9,7.5,6.1,8.6,7.7,3.6,7.7,4.9,8.1,5,24.6
Axel,Tuanzebe,DEF,MUN,3900000,0,0,0,0,0,0,65577,0,0,0,0,0,0,0,0,3107,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,55361,0,0,0,0,0,3132,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,STK,4400000,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,12,0,0,0,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,4800000,0,0,0,0,0,0,9606,0,0,0,0,0,0,0,0,457,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,5058,0,0,0,0,0,777,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Valencia,DEF,MUN,6600000,6,47,6.7,1.01515151515152E-06,7.12121212121212E-06,0,209010,2,2,0,0,0,1,0,7.1,16962,1,0,47,-1,1,0,6.8,6,0,6,0,0,12,291669,0,0,0,1,630,17483,0,0,184,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,6.8,8.4,8.2,9.2,9.9,10,10,5.3,7.2,10,7.8,6.4,9,8.5,6.9,10,8.9,10,9.4,7.7,8.3,8.4,10,6.9,8,6.7,10,7.6,10,7.3,8.2,30.4
Enner,Valencia,FWD,WHU,5000000,0,0,0,0,0,0,1757,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,22,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5200000,0,3,0.6,1.15384615384615E-07,5.76923076923077E-07,0,129668,1,14,0,0,0,0,0,0.6,2924,-3,0,3,3,0,0,0,0,0,0,0,0,1.3,11911,0,0,0,0,398,88,0,0,55,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,18
Mike,van der Hoorn,DEF,SWA,4500000,0,13,0.619047619047619,1.37566137566138E-07,2.88888888888889E-06,0,2998,1,1,0,0,0,0,0,2.9,245,0,0,13,0,0.3,0,1.5,1,0,2,0,0,0.1,2291,0,0,0,0,198,46,0,0,57,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.6
Virgil,van Dijk,DEF,SOU,5400000,1,2,0.0952380952380952,1.7636684303351E-08,3.7037037037037E-07,0,60844,0,2,0,0,0,0,0,0.4,1892,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,1.3,15366,0,0,0,0,93,1390,0,0,15,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
Rajiv,van La Parra,MID,HUD,4900000,2,10,0.476190476190476,9.71817298347911E-08,2.04081632653061E-06,0,6004,1,6,0,0,0,0,0,2,125,-1,0,10,1,0.3,0,1.3,0,0,1,0,0,0.1,1558,0,0,0,0,335,85,0,0,20,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,13.1
Jamie,Vardy,FWD,LEI,8500000,2,38,5.4,6.35294117647059E-07,4.47058823529412E-06,0,517707,1,11,0,0,0,5,0,4.5,30666,0,0,38,0,0.6,1,5.3,7,0,2,0,0,12.8,688772,0,0,0,1,606,88874,0,0,158,West Brom,Swansea,Everton,Stoke,Man City,7.5,6.5,8.1,6,5.7,4.3,4.9,6.2,5,6.4,7.7,6.3,7.2,5.1,6.4,5.7,5.8,6,5.6,4.9,8.1,8.1,5.3,8.1,5.6,7.3,5.8,5.7,6.6,8.1,6.3,56
Jan,Vertonghen,DEF,TOT,6000000,6,28,4,6.66666666666667E-07,4.66666666666667E-06,0,125084,1,5,0,0,0,0,0,4.7,8410,0,0,28,0,0.8,0,5,1,0,4,0,0,7.7,58690,0,0,0,0,630,2917,0,0,154,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,3.7,4,3.7,4.2,3.2,4.2,3.9,6,3.8,4.9,4.1,5.4,3.1,4.9,5.7,3.3,6,2.4,4.1,4.9,6,3.6,4.6,3.6,5.6,4.7,2,5.3,2.9,5.3,2.8,26
Nikola,Vlasic,MID,EVE,5500000,2,3,0.142857142857143,2.5974025974026E-08,5.45454545454545E-07,0,459,0,1,0,0,0,0,0,0.5,41,0,0,3,0,0.1,0,0.8,0,0,0,0,0,0,1282,0,0,0,0,78,135,0,0,12,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Sam,Vokes,FWD,BUR,6000000,0,19,3.8,6.33333333333333E-07,3.16666666666667E-06,0,293463,0,4,0,0,0,2,0,3.2,15134,0,0,19,0,0.1,0,0.8,3,0,1,0,0,4.1,286579,0,0,0,1,302,1957,0,0,63,West Ham,Man City,Newcastle,Southampton,Swansea,5,3.5,3.9,4.6,2.6,5.2,4.4,3.9,2.8,5,4,2.2,3.1,3.8,4.8,5.3,3.1,3.6,2.7,4.7,2.7,4.9,3.1,2.4,3.8,5.2,4.2,4.5,4.9,2.4,4.8,20.8
Michel,Vorm,GLK,TOT,4900000,0,0,0,0,0,0,2366,0,0,0,0,0,0,0,0,108,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,455,0,0,0,0,0,34,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molla,Wague,DEF,WAT,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,413,0,1,0,0,0,0,0,0.2,23,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,196,0,0,0,0,45,11,0,0,5,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Theo,Walcott,MID,ARS,7200000,1,3,0.142857142857143,1.98412698412698E-08,4.16666666666667E-07,0,106412,0,0,0,0,0,0,0,0.4,1279,-3,0,3,3,0,0,0.3,0,0,0,0,0,0.8,10481,0,0,0,0,46,739,0,0,5,Watford,Everton,Swansea,Man City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Kyle,Walker,DEF,MCI,6500000,6,35,5.8,8.92307692307692E-07,5.38461538461538E-06,0,567842,0,1,0,0,0,0,0,5.4,10319,0,0,35,0,1.2,0,7.8,1,0,5,0,2,13.9,228862,0,0,0,1,493,20479,0,1,146,Stoke,Burnley,West Brom,Arsenal,Leicester,8,6.8,7.4,8.7,5.8,7.9,6.7,8.7,5.5,8.4,6,7.9,7,7.9,6.5,6.2,7.7,8.1,8.1,6.7,4.9,6.1,7,8.7,6.3,6,8.7,5.8,6.4,7.5,8.7,19.7
Kyle,Walker-Peters,DEF,TOT,4300000,1,7,0.333333333333333,7.75193798449612E-08,1.62790697674419E-06,0,88997,0,0,0,0,0,0,0,1.6,2841,-2,0,7,2,0.1,0,0.3,0,0,1,0,0,1.1,84788,0,0,0,0,98,1134,0,0,33,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jonathan,Walters,MID,BUR,5300000,0,2,0.0952380952380952,1.79694519317161E-08,3.77358490566038E-07,0,26159,0,1,0,0,0,0,0,0.4,410,-2,0,2,2,0,0,0,0,0,0,0,0,0.2,1337,0,0,0,0,27,5,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Victor,Wanyama,MID,TOT,4900000,0,3,0.142857142857143,2.91545189504373E-08,6.12244897959184E-07,0,34247,0,2,0,0,0,0,0,0.6,953,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,4141,0,0,0,0,98,24,0,0,14,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,27,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4800000,0,4,0.7,1.45833333333333E-07,8.33333333333333E-07,0,16197,2,12,0,0,0,0,0,0.8,552,-2,0,4,2,0.2,0,0.8,0,0,0,0,0,0.3,1633,1,0,0,0,540,94,0,0,79,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,21.3
Stephen,Ward,DEF,BUR,4600000,12,41,5.9,1.28260869565217E-06,8.91304347826087E-06,0,94543,0,5,0,0,0,1,0,9.1,6069,1,-1,41,-1,1.6,0,7.5,7,0,3,0,1,7.6,310336,0,0,0,1,630,83339,1,0,161,West Ham,Man City,Newcastle,Southampton,Swansea,8.9,6.4,7.7,8.9,5.7,8.9,7.3,6.2,6.4,8,7.4,6,5.8,8.2,8.3,8.2,5.9,7.3,5.1,8.8,6.6,7.2,6.8,6.1,7.7,8.9,6.6,7.4,8.6,5.2,7.9,32.1
James,Ward-Prowse,MID,SOU,5200000,0,8,0.380952380952381,7.32600732600733E-08,1.53846153846154E-06,0,98689,0,2,0,0,0,0,0,1.5,1861,-3,1,8,3,0.2,0,0.8,0,0,1,0,0,0.8,14340,0,0,0,0,171,102,-1,0,26,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.6
Ben,Watson,MID,WAT,4400000,0,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,5706,0,0,0,0,0,0,0,0.2,815,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,7705,0,0,0,0,1,1433,0,0,4,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Danny,Welbeck,FWD,ARS,7500000,0,27,5.4,7.2E-07,3.6E-06,0,145892,1,8,0,0,0,3,0,3.6,6108,0,0,27,0,0.6,0,4.5,3,0,2,0,1,1.1,126854,0,0,0,1,400,835,0,0,109,Watford,Everton,Swansea,Man City,Tottenham,4.5,3.3,6.5,2.7,5.8,3.2,7.3,7.2,3.7,2.7,8.1,8.1,3.8,2.7,6.2,3.3,8.1,3.8,8.1,3.6,6.6,3,6.8,2.9,8.1,6.7,2.7,8.1,2.7,7.1,2.7,41.1
Nahki,Wells,FWD,BUR,4900000,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,68,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,2982,0,0,0,0,0,0,0,0.7,192,-1,1,3,1,0.1,0,0.5,0,0,0,0,0,0.1,1725,0,0,0,0,20,242,-1,0,10,West Ham,Man City,Newcastle,Southampton,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Glenn,Whelan,MID,STK,4500000,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,0,0,0,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Whitehead,MID,HUD,4400000,1,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,3477,0,1,0,0,0,0,0,0.2,192,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,2680,0,0,0,0,8,367,0,0,3,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Connor,Wickham,FWD,CRY,5400000,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,53,-1,0,0,1,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,24,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio,Wijnaldum,MID,LIV,6800000,2,13,2.2,3.23529411764706E-07,1.91176470588235E-06,0,189748,0,9,0,0,0,0,0,1.9,6123,-2,0,13,2,0.2,0,1.3,0,0,2,0,0,3.2,34675,0,0,0,0,487,601,0,0,59,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,1.5,1.4,2,1.1,1.7,1.8,1.1,1.1,2.9,2.2,1.2,1.1,2.2,2.5,1.2,1.3,2.1,1.1,1.3,1.5,3.1,2.4,1.1,1.3,1.6,1.4,2.8,1.1,2.2,1.4,2.4,19.5
Ashley,Williams,DEF,EVE,5400000,2,13,1.9,3.51851851851852E-07,2.40740740740741E-06,0,117325,2,11,0,0,0,0,0,2.4,6316,-1,0,13,1,0.1,0,0.8,2,0,1,0,0,3,17753,0,0,0,0,555,391,0,0,98,Brighton,Arsenal,Leicester,Watford,Crystal Palace,1.2,2.4,1,1.5,2.3,1.7,2.4,1.8,1,1,1.2,1.3,1.2,1,1.2,1.7,2.1,1.4,1,2.7,1.9,1.3,2.4,1,1,2,1.4,1.8,1.3,1.5,1,23.6
Danny,Williams,MID,HUD,4900000,0,4,0.19047619047619,3.88726919339164E-08,8.16326530612245E-07,0,2465,0,1,0,0,0,0,0,0.8,124,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0,501,0,0,0,0,152,8,0,0,24,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
,Willian,MID,CHE,6900000,1,20,2.9,4.20289855072464E-07,2.89855072463768E-06,0,719924,0,4,0,0,0,0,0,2.9,36096,-1,1,20,1,0.3,0,2,1,0,4,0,1,10.5,385416,0,0,0,0,479,7182,-1,0,84,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,3.6,1.4,3.2,1.4,2.5,1.9,2.3,2.6,2.5,2.9,1.7,3.4,2.5,2.3,2.2,2.6,2.3,3,3.3,2.2,1.7,2.2,2.7,3.1,1.4,3.5,3.5,2,4.3,2.3,2.8,36
Jack,Wilshere,MID,ARS,5400000,0,0,0,0,0,0,2362,0,0,0,0,0,0,0,0,443,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3801,0,0,0,0,0,682,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
